Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,MonthlyHours,TaxRate,OverallSatisfaction
32.0,No,Travel_Rarely,Research & Development,6,3,Life Sciences,4,Male,86,3,2,Laboratory Technician,4,Single,6220.0,10919.0,2,No,17,4,0,3.0,3,10.0,2,2,126.97,0.43,3
28.0,No,Non-Travel,Sales,21,2,Medical,3,Male,54,3,1,Sales Representative,4,Married,2144.0,21222.0,5,No,15,2,1,3.0,3,5.0,4,0,393.0,0.9,3
26.0,No,Travel_Rarely,Research & Development,1,4,Other,3,Male,100,2,1,Research Scientist,1,Single,3339.0,3955.0,3,Yes,11,2,0,2.0,3,5.0,2,0,39.55,0.16,2
47.0,No,Travel_Rarely,Research & Development,2,4,Life Sciences,3,Female,52,2,1,Research Scientist,3,Single,2725.0,17169.0,2,No,14,4,0,2.0,3,20.0,2,2,330.17,0.84,3
49.0,No,Travel_Rarely,Research & Development,10,3,Medical,2,Male,99,1,3,Research Director,3,Married,3376.0,10466.0,3,No,12,1,1,3.0,3,8.0,16,1,105.72,0.68,2
36.0,No,Travel_Rarely,Research & Development,11,4,Life Sciences,4,Female,82,3,2,Laboratory Technician,3,Married,6815.0,21821.0,8,No,20,2,1,5.0,3,1.0,2,1,266.11,0.69,3
31.0,No,Travel_Rarely,Research & Development,10,3,Medical,1,Male,64,3,3,Manufacturing Director,3,Single,2739.0,3067.0,9,No,14,2,0,1.0,3,2.0,7,0,47.92,0.11,2
26.0,No,Travel_Rarely,Research & Development,24,3,Medical,4,Male,56,3,3,Manufacturing Director,1,Married,6950.0,6950.0,1,Yes,21,4,1,2.0,2,4.0,9,5,124.11,0.0,2
50.0,No,Travel_Rarely,Sales,10,3,Technical Degree,2,Male,84,2,2,Sales Executive,2,Divorced,11591.0,17046.0,7,No,12,2,1,2.0,4,9.0,1,1,202.93,0.32,2
32.0,No,Travel_Rarely,Sales,8,2,Technical Degree,3,Male,65,2,2,Sales Executive,2,Married,24624.0,24624.0,1,Yes,11,4,0,2.0,3,1.0,12,11,378.83,0.0,2
33.0,No,Non-Travel,Sales,25,3,Medical,2,Male,82,3,2,Sales Executive,3,Married,4905.0,17444.0,1,No,12,1,1,2.0,2,10.0,7,0,212.73,0.72,2
22.0,Yes,Travel_Rarely,Research & Development,18,1,Medical,3,Male,86,2,1,Research Scientist,4,Single,14961.0,14961.0,1,Yes,13,3,0,2.0,2,4.0,3,0,173.97,0.0,2
36.0,No,Travel_Rarely,Research & Development,19,4,Medical,4,Male,78,2,1,Laboratory Technician,1,Married,12449.0,12449.0,1,No,12,3,3,2.0,3,10.0,5,3,159.6,0.0,2
31.0,No,Travel_Rarely,Research & Development,23,4,Life Sciences,4,Male,72,3,4,Research Director,4,Single,2356.0,20206.0,6,No,18,3,0,2.0,3,6.0,9,3,280.64,0.88,3
36.0,No,Travel_Rarely,Sales,7,4,Life Sciences,2,Female,41,2,1,Sales Representative,3,Married,3419.0,11737.0,3,No,15,2,0,3.0,4,1.0,7,5,286.27,0.71,2
39.0,Yes,Travel_Rarely,Sales,1,4,Other,4,Female,81,3,2,Sales Executive,3,Single,2232.0,17251.0,3,Yes,14,4,0,1.0,3,3.0,0,0,212.98,0.87,3
54.0,No,Travel_Rarely,Research & Development,5,2,Medical,2,Female,57,2,2,Laboratory Technician,4,Married,11912.0,13549.0,1,No,14,3,1,5.0,4,5.0,10,4,237.7,0.12,3
56.0,No,Travel_Rarely,Research & Development,8,3,Technical Degree,3,Female,59,3,3,Healthcare Representative,3,Divorced,4257.0,8202.0,1,No,13,2,3,3.0,3,2.0,14,12,139.02,0.48,2
50.0,No,Travel_Rarely,Research & Development,4,3,Life Sciences,2,Male,76,3,1,Research Scientist,3,Single,6725.0,17808.0,1,No,19,3,0,2.0,3,8.0,1,0,234.32,0.62,2
32.0,No,Travel_Rarely,Research & Development,28,3,Life Sciences,2,Female,46,4,2,Laboratory Technician,3,Married,9980.0,25348.0,1,No,17,4,2,1.0,2,10.0,9,6,551.04,0.61,3
54.0,No,Travel_Rarely,Research & Development,1,3,Medical,3,Male,40,2,3,Healthcare Representative,1,Married,3142.0,17779.0,2,Yes,13,3,1,2.0,2,10.0,9,9,444.48,0.82,2
26.0,No,Travel_Rarely,Research & Development,2,1,Medical,4,Female,59,1,1,Laboratory Technician,4,Divorced,2966.0,17536.0,1,Yes,11,3,3,2.0,3,4.0,0,0,297.22,0.83,3
43.0,Yes,Travel_Rarely,Human Resources,22,3,Human Resources,1,Male,58,2,1,Human Resources,2,Married,3539.0,19555.0,1,No,12,1,0,2.0,3,9.0,0,0,337.16,0.82,1
36.0,No,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Male,43,2,2,Manufacturing Director,4,Married,4051.0,4051.0,9,Yes,13,4,1,2.0,3,3.0,3,0,94.21,0.0,3
20.0,Yes,Travel_Frequently,Research & Development,15,3,Other,1,Female,81,3,2,Laboratory Technician,3,Divorced,2926.0,7858.0,7,No,14,2,1,5.0,2,1.0,0,0,97.01,0.63,2
38.0,No,Travel_Frequently,Sales,11,5,Marketing,4,Female,89,2,2,Sales Executive,1,Married,2440.0,20328.0,4,No,16,3,1,3.0,3,4.0,0,0,228.4,0.88,2
29.0,No,Travel_Frequently,Research & Development,6,4,Life Sciences,3,Female,45,2,2,Research Scientist,2,Divorced,7918.0,15000.0,6,No,15,3,1,5.0,3,11.0,0,0,333.33,0.47,2
37.0,Yes,Travel_Rarely,Sales,1,3,Life Sciences,4,Male,54,3,1,Sales Representative,2,Single,5993.0,8319.0,1,Yes,11,1,0,2.0,4,7.0,2,2,154.06,0.28,2
31.0,No,Travel_Rarely,Sales,7,4,Life Sciences,3,Male,55,3,2,Sales Executive,4,Married,11557.0,13586.0,1,Yes,11,4,0,3.0,3,5.0,8,0,247.02,0.15,3
48.0,No,Travel_Rarely,Research & Development,2,2,Medical,3,Male,38,4,2,Healthcare Representative,2,Married,5381.0,9931.0,1,No,24,4,1,2.0,3,1.0,7,3,261.34,0.46,3
35.0,No,Travel_Rarely,Research & Development,11,2,Technical Degree,4,Female,82,2,4,Manufacturing Director,2,Single,10388.0,24439.0,3,No,16,2,0,3.0,2,16.0,2,0,298.04,0.57,2
32.0,No,Travel_Frequently,Research & Development,21,3,Medical,3,Female,42,3,1,Research Scientist,4,Married,2432.0,6672.0,1,No,11,3,1,2.0,1,4.0,2,0,158.86,0.64,2
27.0,No,Travel_Rarely,Sales,1,4,Marketing,3,Female,48,3,3,Sales Executive,4,Married,4227.0,24032.0,1,No,19,3,2,2.0,3,3.0,10,5,500.67,0.82,3
24.0,No,Travel_Frequently,Research & Development,10,3,Technical Degree,4,Female,45,4,1,Research Scientist,3,Married,4286.0,12826.0,2,No,16,4,1,4.0,3,1.0,2,2,285.02,0.67,3
29.0,No,Travel_Rarely,Research & Development,9,3,Medical,1,Female,63,3,1,Research Scientist,3,Married,2532.0,12154.0,2,No,19,2,1,5.0,3,4.0,4,0,192.92,0.79,2
40.0,Yes,Travel_Rarely,Research & Development,5,3,Medical,2,Female,60,3,1,Laboratory Technician,2,Single,5677.0,25725.0,0,No,17,1,0,4.0,3,11.0,2,1,428.75,0.78,2
30.0,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,56,3,5,Manager,3,Married,3579.0,17312.0,5,No,11,1,0,2.0,2,11.0,6,4,309.14,0.79,2
32.0,No,Travel_Rarely,Research & Development,7,3,Medical,4,Female,37,4,1,Research Scientist,4,Divorced,2370.0,5228.0,4,No,14,4,3,4.0,4,8.0,4,2,141.3,0.55,4
46.0,No,Travel_Rarely,Research & Development,2,4,Life Sciences,4,Female,61,3,2,Healthcare Representative,1,Divorced,4761.0,5238.0,2,No,11,1,1,3.0,4,1.0,0,0,85.87,0.09,2
51.0,No,Travel_Rarely,Sales,16,4,Marketing,1,Male,84,3,2,Sales Executive,1,Single,5441.0,11924.0,8,No,14,4,0,2.0,3,10.0,2,2,141.95,0.54,2
35.0,No,Travel_Rarely,Sales,6,4,Medical,2,Male,87,3,2,Sales Executive,3,Single,4323.0,24301.0,1,No,16,1,0,2.0,3,5.0,8,5,279.32,0.82,2
34.0,Yes,Non-Travel,Research & Development,7,3,Life Sciences,1,Male,73,3,1,Laboratory Technician,1,Single,2979.0,3339.0,3,Yes,14,2,0,2.0,1,0.0,2,0,45.74,0.11,1
38.0,No,Travel_Rarely,Sales,3,1,Medical,4,Female,75,2,2,Sales Executive,4,Married,7756.0,16495.0,3,Yes,12,3,0,6.0,2,5.0,2,0,219.93,0.53,3
55.0,No,Travel_Frequently,Research & Development,2,3,Medical,4,Male,45,3,2,Research Scientist,2,Divorced,6385.0,25518.0,0,No,13,3,2,3.0,2,8.0,5,1,567.07,0.75,2
29.0,No,Travel_Rarely,Research & Development,29,3,Technical Degree,4,Male,54,3,2,Manufacturing Director,4,Married,4185.0,4185.0,3,No,18,1,1,2.0,1,4.0,7,1,77.5,0.0,2
32.0,Yes,Non-Travel,Research & Development,24,2,Technical Degree,2,Male,72,2,3,Healthcare Representative,1,Single,4465.0,12355.0,1,No,12,1,0,2.0,2,3.0,7,1,171.6,0.64,1
38.0,No,Travel_Frequently,Sales,2,1,Technical Degree,3,Male,62,3,1,Sales Representative,1,Divorced,9518.0,10209.0,3,No,13,3,1,2.0,3,2.0,0,0,164.66,0.07,2
42.0,No,Travel_Frequently,Research & Development,1,4,Life Sciences,1,Male,83,3,1,Laboratory Technician,4,Married,4060.0,13758.0,8,No,19,3,2,2.0,2,1.0,0,0,165.76,0.7,2
39.0,No,Non-Travel,Research & Development,20,1,Medical,4,Female,40,3,1,Laboratory Technician,4,Married,3646.0,7003.0,1,No,13,2,0,2.0,4,1.0,8,3,175.07,0.48,3
39.0,No,Travel_Rarely,Research & Development,9,3,Life Sciences,3,Female,70,3,2,Laboratory Technician,2,Single,8770.0,17123.0,9,No,15,3,0,4.0,2,19.0,4,0,244.61,0.49,2
54.0,No,Travel_Rarely,Sales,10,3,Medical,4,Female,69,2,1,Sales Representative,3,Single,3780.0,9724.0,1,No,12,1,0,3.0,3,1.0,0,0,140.93,0.61,2
45.0,No,Travel_Rarely,Research & Development,9,3,Medical,2,Female,75,2,1,Research Scientist,2,Married,4477.0,11873.0,4,Yes,20,2,1,2.0,2,3.0,0,0,158.31,0.62,2
35.0,No,Travel_Rarely,Research & Development,2,2,Life Sciences,4,Male,82,3,3,Manufacturing Director,4,Divorced,4717.0,19989.0,3,No,14,3,1,2.0,2,11.0,8,4,243.77,0.76,3
50.0,No,Non-Travel,Research & Development,9,2,Life Sciences,3,Female,54,3,1,Research Scientist,1,Single,7172.0,11713.0,1,No,25,3,0,2.0,3,8.0,1,0,216.91,0.39,2
38.0,No,Travel_Rarely,Research & Development,25,2,Other,1,Male,54,2,2,Laboratory Technician,4,Single,14004.0,14004.0,4,No,14,4,0,6.0,3,0.0,2,0,259.33,0.0,2
35.0,No,Travel_Frequently,Research & Development,15,2,Life Sciences,3,Male,96,3,1,Research Scientist,4,Single,2194.0,19281.0,1,No,14,4,0,2.0,3,3.0,0,0,200.84,0.89,3
30.0,No,Travel_Rarely,Research & Development,19,3,Life Sciences,2,Female,35,2,1,Research Scientist,4,Married,20338.0,20338.0,1,No,12,2,0,2.0,3,9.0,9,8,581.09,0.0,2
36.0,No,Travel_Rarely,Research & Development,1,2,Medical,4,Male,82,3,1,Laboratory Technician,2,Divorced,2519.0,17881.0,1,No,11,2,1,6.0,3,11.0,2,0,218.06,0.86,2
36.0,No,Travel_Rarely,Sales,1,4,Medical,4,Male,68,3,5,Manager,4,Divorced,4440.0,24118.0,3,No,11,3,1,2.0,2,15.0,0,0,354.68,0.82,3
36.0,No,Travel_Frequently,Research & Development,1,3,Technical Degree,2,Female,59,3,3,Manufacturing Director,4,Single,9738.0,23848.0,4,No,17,4,0,6.0,4,9.0,5,1,404.2,0.59,3
30.0,No,Non-Travel,Research & Development,1,3,Medical,2,Male,42,3,1,Research Scientist,4,Single,8834.0,13422.0,6,Yes,12,3,0,2.0,3,9.0,3,1,319.57,0.34,3
28.0,Yes,Travel_Rarely,Research & Development,25,4,Life Sciences,1,Male,87,3,1,Laboratory Technician,4,Single,2044.0,18016.0,1,Yes,24,3,0,2.0,1,5.0,0,0,207.08,0.89,2
26.0,No,Travel_Rarely,Sales,4,2,Life Sciences,2,Male,99,2,2,Sales Executive,4,Single,2875.0,12090.0,1,Yes,11,2,0,2.0,3,8.0,4,1,122.12,0.76,2
55.0,No,Travel_Rarely,Research & Development,24,1,Life Sciences,4,Female,67,3,1,Laboratory Technician,3,Divorced,13335.0,16659.0,1,No,22,2,1,2.0,3,5.0,0,0,248.64,0.2,3
55.0,No,Travel_Frequently,Research & Development,14,4,Technical Degree,3,Male,64,3,2,Research Scientist,2,Married,2125.0,2655.0,8,No,18,3,1,3.0,4,9.0,7,1,41.48,0.2,3
40.0,No,Non-Travel,Sales,5,4,Marketing,1,Male,98,3,2,Sales Executive,4,Single,20445.0,20445.0,4,Yes,21,3,0,2.0,3,10.0,6,0,208.62,0.0,2
26.0,No,Travel_Frequently,Sales,2,3,Marketing,3,Male,86,3,2,Sales Executive,1,Single,3102.0,6039.0,0,Yes,12,4,0,2.0,3,6.0,2,0,70.22,0.49,2
28.0,No,Travel_Rarely,Research & Development,7,4,Medical,3,Male,30,3,2,Manufacturing Director,3,Married,4724.0,16044.0,2,No,14,3,0,0.0,4,5.0,0,0,534.8,0.71,3
49.0,No,Travel_Rarely,Sales,3,1,Other,3,Male,98,3,2,Sales Executive,1,Married,2267.0,14363.0,1,Yes,18,4,0,2.0,3,2.0,3,0,146.56,0.84,2
34.0,No,Non-Travel,Research & Development,2,2,Life Sciences,3,Male,99,3,1,Laboratory Technician,1,Married,2307.0,25605.0,4,No,17,4,1,2.0,2,5.0,3,0,258.64,0.91,2
42.0,No,Travel_Rarely,Sales,29,4,Marketing,1,Male,91,2,2,Sales Executive,4,Married,13402.0,14118.0,1,No,14,1,2,2.0,3,1.0,7,5,155.14,0.05,2
33.0,No,Travel_Rarely,Sales,6,4,Medical,3,Male,98,3,2,Sales Executive,4,Married,6388.0,22825.0,4,No,14,2,1,6.0,4,0.0,4,0,232.91,0.72,3
32.0,No,Travel_Rarely,Research & Development,1,3,Life Sciences,3,Male,70,2,1,Laboratory Technician,2,Married,3974.0,3974.0,6,No,20,3,0,3.0,3,2.0,0,0,56.77,0.0,2
52.0,No,Travel_Rarely,Sales,8,4,Marketing,4,Female,54,3,1,Sales Representative,2,Married,3149.0,9983.0,7,No,15,4,1,3.0,3,5.0,2,2,184.87,0.68,3
45.0,No,Travel_Rarely,Research & Development,10,3,Technical Degree,4,Male,100,2,3,Healthcare Representative,4,Single,2755.0,3697.0,6,No,15,4,0,3.0,3,10.0,3,1,36.97,0.25,3
35.0,No,Travel_Rarely,Research & Development,7,2,Life Sciences,4,Male,36,3,2,Healthcare Representative,3,Divorced,7632.0,18079.0,1,No,20,3,3,2.0,3,8.0,7,2,502.19,0.58,3
39.0,Yes,Travel_Rarely,Sales,12,4,Life Sciences,2,Male,74,2,1,Sales Representative,1,Married,3902.0,14470.0,1,No,18,3,1,2.0,4,2.0,0,0,195.54,0.73,2
37.0,No,Travel_Rarely,Sales,4,2,Life Sciences,4,Male,83,3,2,Sales Executive,4,Single,4213.0,8571.0,1,Yes,17,3,0,4.0,3,10.0,0,0,103.27,0.51,3
46.0,No,Non-Travel,Research & Development,4,2,Life Sciences,4,Female,97,3,2,Manufacturing Director,2,Divorced,5258.0,9192.0,7,No,13,2,3,2.0,3,1.0,2,0,94.76,0.43,2
50.0,No,Travel_Frequently,Research & Development,8,4,Other,3,Male,54,3,1,Laboratory Technician,1,Married,4728.0,17363.0,9,No,13,3,0,4.0,1,0.0,4,0,321.54,0.73,2
31.0,No,Travel_Rarely,Research & Development,3,2,Life Sciences,4,Male,79,4,2,Healthcare Representative,1,Divorced,7547.0,26308.0,6,No,20,1,1,3.0,3,5.0,4,0,333.01,0.71,2
31.0,No,Travel_Frequently,Research & Development,2,4,Technical Degree,4,Female,78,2,1,Research Scientist,1,Single,7446.0,26427.0,0,No,16,4,0,2.0,3,10.0,7,0,338.81,0.72,2
39.0,No,Travel_Rarely,Research & Development,3,3,Medical,3,Male,71,3,1,Research Scientist,3,Divorced,5151.0,22653.0,1,No,20,3,1,3.0,3,10.0,0,0,319.06,0.77,3
24.0,No,Travel_Rarely,Sales,22,4,Other,3,Male,69,3,3,Sales Executive,1,Married,2774.0,2890.0,0,No,11,3,0,2.0,3,5.0,8,7,41.88,0.04,2
53.0,No,Travel_Rarely,Research & Development,2,1,Medical,2,Male,89,4,2,Healthcare Representative,3,Divorced,13888.0,16598.0,5,No,20,2,3,2.0,3,9.0,11,11,186.49,0.16,2
29.0,Yes,Travel_Rarely,Human Resources,9,4,Technical Degree,1,Male,52,3,1,Human Resources,3,Married,3072.0,8620.0,1,No,15,4,0,3.0,3,10.0,2,2,165.77,0.64,2
27.0,No,Travel_Rarely,Research & Development,27,3,Medical,2,Male,66,3,2,Healthcare Representative,3,Married,25549.0,25549.0,4,No,12,1,1,3.0,2,9.0,7,1,387.11,0.0,2
32.0,No,Travel_Rarely,Research & Development,8,5,Life Sciences,2,Male,32,3,2,Manufacturing Director,1,Divorced,2176.0,4187.0,3,No,14,3,1,5.0,3,6.0,0,0,130.84,0.48,2
33.0,No,Travel_Frequently,Sales,11,2,Life Sciences,4,Female,90,3,4,Manager,4,Married,4302.0,5404.0,3,No,13,2,1,2.0,4,3.0,3,1,60.04,0.2,3
34.0,No,Travel_Rarely,Sales,5,1,Life Sciences,2,Female,61,3,2,Sales Executive,4,Married,2929.0,19293.0,6,No,13,1,0,3.0,4,10.0,4,1,316.28,0.85,2
35.0,No,Travel_Rarely,Sales,23,1,Medical,2,Female,36,2,2,Sales Representative,3,Married,2559.0,7018.0,1,No,21,4,1,3.0,3,6.0,8,5,194.94,0.64,2
35.0,No,Travel_Rarely,Research & Development,4,2,Life Sciences,3,Male,53,3,1,Research Scientist,4,Single,9973.0,9973.0,1,Yes,20,2,0,2.0,2,4.0,5,2,188.17,0.0,2
38.0,No,Travel_Rarely,Research & Development,11,4,Life Sciences,4,Male,48,3,1,Research Scientist,4,Married,6861.0,14871.0,3,Yes,19,2,1,1.0,3,1.0,4,0,309.81,0.54,3
34.0,No,Travel_Rarely,Research & Development,29,3,Medical,2,Female,56,1,2,Laboratory Technician,4,Single,6500.0,9558.0,4,No,19,1,0,1.0,3,3.0,0,0,170.68,0.32,2
46.0,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Female,73,3,5,Research Director,2,Married,9755.0,17048.0,3,Yes,19,1,0,2.0,2,7.0,3,0,233.53,0.43,1
34.0,No,Travel_Frequently,Sales,5,3,Life Sciences,2,Male,41,3,3,Sales Executive,4,Married,8053.0,17007.0,2,No,12,3,1,3.0,3,14.0,9,7,414.8,0.53,3
45.0,No,Travel_Rarely,Sales,10,2,Life Sciences,4,Female,56,3,2,Sales Executive,4,Single,2220.0,13430.0,7,No,14,4,0,2.0,3,1.0,3,1,239.82,0.83,3
27.0,No,Travel_Rarely,Research & Development,10,1,Medical,1,Female,79,4,1,Research Scientist,3,Single,19630.0,19630.0,1,No,18,4,0,5.0,3,6.0,2,0,248.48,0.0,3
52.0,No,Travel_Rarely,Research & Development,7,3,Medical,3,Male,49,3,3,Research Director,3,Married,5577.0,25995.0,0,No,11,4,0,3.0,4,10.0,9,3,530.51,0.79,3
38.0,No,Travel_Rarely,Research & Development,23,3,Medical,2,Male,89,4,1,Research Scientist,4,Married,3057.0,21630.0,1,Yes,11,2,2,0.0,3,1.0,5,1,243.03,0.86,3
41.0,No,Travel_Rarely,Research & Development,5,2,Life Sciences,1,Male,80,4,1,Research Scientist,2,Divorced,4240.0,15053.0,0,Yes,12,4,2,0.0,2,2.0,2,0,188.16,0.72,2
34.0,No,Travel_Frequently,Sales,7,2,Technical Degree,2,Male,55,3,1,Sales Representative,3,Married,4944.0,5747.0,0,Yes,25,2,1,3.0,3,15.0,10,5,104.49,0.14,2
35.0,Yes,Travel_Rarely,Sales,1,1,Technical Degree,1,Female,62,3,1,Sales Representative,2,Single,8606.0,21972.0,1,Yes,16,2,0,3.0,3,11.0,3,1,354.39,0.61,2
37.0,No,Travel_Rarely,Research & Development,2,4,Life Sciences,4,Female,88,3,2,Manufacturing Director,3,Married,4777.0,7259.0,9,No,14,2,0,2.0,3,1.0,0,0,82.49,0.34,3
32.0,No,Travel_Rarely,Research & Development,2,3,Medical,4,Male,30,3,4,Manager,1,Married,4194.0,9490.0,2,No,22,3,1,3.0,3,5.0,2,2,316.33,0.56,2
28.0,Yes,Travel_Rarely,Research & Development,3,3,Technical Degree,4,Male,88,3,1,Research Scientist,1,Single,2367.0,8556.0,5,Yes,11,3,0,2.0,3,4.0,2,0,97.23,0.72,2
41.0,No,Travel_Rarely,Research & Development,7,3,Life Sciences,2,Male,100,4,1,Laboratory Technician,2,Married,26062.0,26062.0,1,No,20,3,0,3.0,1,10.0,1,0,260.62,0.0,2
25.0,No,Travel_Rarely,Research & Development,1,3,Medical,4,Male,60,2,2,Laboratory Technician,4,Married,3977.0,10846.0,0,No,12,2,1,2.0,3,5.0,7,0,180.77,0.63,3
33.0,No,Travel_Rarely,Research & Development,23,2,Life Sciences,4,Female,37,2,2,Research Scientist,3,Single,2187.0,14811.0,1,No,12,4,0,5.0,3,5.0,9,3,400.3,0.85,3
38.0,No,Travel_Rarely,Research & Development,22,5,Medical,2,Male,91,3,4,Manager,3,Married,5377.0,18685.0,3,No,25,3,1,3.0,3,7.0,8,4,205.33,0.71,2
33.0,Yes,Travel_Frequently,Sales,1,4,Life Sciences,2,Female,50,1,1,Sales Representative,3,Single,5376.0,16154.0,1,No,12,2,0,3.0,3,5.0,0,0,323.08,0.67,2
35.0,No,Travel_Rarely,Research & Development,16,3,Life Sciences,4,Male,72,3,3,Healthcare Representative,3,Married,2705.0,14295.0,4,Yes,12,3,0,2.0,3,5.0,7,0,198.54,0.81,3
39.0,No,Travel_Rarely,Research & Development,25,2,Life Sciences,3,Male,71,3,3,Healthcare Representative,3,Married,3449.0,6646.0,3,No,21,2,1,3.0,3,17.0,4,0,93.61,0.48,2
44.0,No,Travel_Rarely,Research & Development,28,2,Medical,4,Male,59,4,4,Manufacturing Director,3,Married,9731.0,9731.0,2,Yes,11,2,1,2.0,2,2.0,3,0,164.93,0.0,3
32.0,Yes,Travel_Rarely,Sales,3,1,Life Sciences,3,Male,51,2,3,Sales Executive,4,Married,5518.0,5518.0,1,Yes,11,1,1,5.0,3,5.0,7,3,108.2,0.0,2
47.0,No,Travel_Frequently,Research & Development,2,3,Life Sciences,2,Male,95,2,1,Research Scientist,3,Single,5067.0,6153.0,1,No,14,4,0,2.0,3,19.0,0,0,64.77,0.18,2
31.0,No,Travel_Rarely,Research & Development,11,3,Other,2,Female,47,3,3,Research Director,4,Divorced,4306.0,10056.0,1,Yes,14,3,3,5.0,3,13.0,8,0,213.96,0.57,3
30.0,No,Travel_Frequently,Sales,4,4,Marketing,3,Male,67,2,3,Sales Executive,4,Married,2794.0,8552.0,7,No,11,1,1,3.0,2,5.0,11,2,127.64,0.67,2
44.0,No,Travel_Frequently,Research & Development,2,4,Medical,3,Male,86,2,1,Research Scientist,1,Single,3161.0,7530.0,1,No,11,3,0,0.0,3,1.0,5,1,87.56,0.58,2
49.0,No,Travel_Rarely,Research & Development,17,3,Technical Degree,3,Male,56,3,3,Manufacturing Director,3,Married,8564.0,13943.0,8,No,11,3,1,2.0,3,0.0,7,0,248.98,0.39,3
39.0,Yes,Travel_Frequently,Research & Development,8,4,Life Sciences,1,Male,53,1,3,Manufacturing Director,4,Single,4127.0,25150.0,2,No,15,4,0,2.0,3,2.0,2,0,474.53,0.84,2
50.0,No,Travel_Rarely,Research & Development,24,4,Life Sciences,1,Male,80,3,2,Laboratory Technician,4,Married,2683.0,21146.0,1,No,15,4,2,2.0,3,3.0,8,4,264.32,0.87,3
35.0,No,Travel_Frequently,Research & Development,25,4,Life Sciences,3,Female,84,3,1,Laboratory Technician,1,Married,4614.0,22102.0,1,No,14,4,1,0.0,2,4.0,6,1,263.12,0.79,2
34.0,No,Travel_Rarely,Research & Development,6,4,Life Sciences,3,Female,60,1,1,Laboratory Technician,3,Divorced,2311.0,6865.0,1,No,14,3,1,3.0,3,3.0,7,1,114.42,0.66,2
40.0,No,Travel_Rarely,Research & Development,2,4,Other,4,Female,73,3,2,Research Scientist,2,Married,19573.0,19573.0,4,Yes,22,4,1,2.0,3,4.0,0,0,268.12,0.0,3
23.0,No,Travel_Rarely,Sales,9,2,Marketing,2,Male,46,2,2,Sales Executive,2,Married,2406.0,8800.0,1,No,14,1,2,3.0,3,1.0,2,0,191.3,0.73,2
30.0,No,Travel_Rarely,Research & Development,1,2,Medical,1,Male,59,2,1,Laboratory Technician,1,Married,4025.0,11141.0,1,No,16,1,2,2.0,3,4.0,3,1,188.83,0.64,1
34.0,No,Travel_Rarely,Research & Development,5,2,Life Sciences,2,Male,73,3,1,Research Scientist,4,Single,4325.0,13493.0,1,No,15,4,0,2.0,3,5.0,0,0,184.84,0.68,3
28.0,No,Travel_Rarely,Research & Development,20,4,Medical,4,Male,51,3,1,Research Scientist,3,Married,3196.0,5543.0,4,No,17,1,2,2.0,2,6.0,0,0,108.69,0.42,2
28.0,No,Non-Travel,Research & Development,1,3,Life Sciences,4,Male,70,4,2,Healthcare Representative,3,Single,6146.0,23060.0,8,Yes,12,4,0,2.0,4,7.0,2,0,329.43,0.73,3
54.0,Yes,Travel_Rarely,Human Resources,22,1,Human Resources,4,Female,58,1,1,Human Resources,3,Married,10739.0,11585.0,1,No,11,3,1,2.0,3,10.0,0,0,199.74,0.07,2
30.0,No,Non-Travel,Sales,7,5,Marketing,4,Male,97,3,2,Sales Executive,4,Married,2097.0,23343.0,4,No,12,3,1,3.0,2,5.0,3,0,240.65,0.91,3
30.0,Yes,Travel_Frequently,Research & Development,12,1,Life Sciences,3,Female,79,3,1,Laboratory Technician,4,Married,6696.0,22955.0,1,Yes,11,4,0,5.0,2,6.0,1,0,290.57,0.71,3
40.0,Yes,Travel_Frequently,Research & Development,2,3,Life Sciences,1,Female,54,2,1,Laboratory Technician,1,Single,6323.0,17181.0,2,Yes,23,2,0,2.0,4,10.0,0,0,318.17,0.63,2
31.0,No,Travel_Rarely,Research & Development,8,4,Other,3,Male,74,3,2,Healthcare Representative,3,Divorced,2227.0,8346.0,4,Yes,14,4,0,2.0,3,5.0,2,0,112.78,0.73,3
48.0,No,Travel_Rarely,Research & Development,13,4,Life Sciences,3,Female,34,3,2,Healthcare Representative,2,Single,4051.0,9697.0,6,No,14,4,0,2.0,3,9.0,7,0,285.21,0.58,3
31.0,No,Travel_Rarely,Sales,1,4,Life Sciences,4,Male,56,4,4,Manager,1,Single,2695.0,3156.0,1,No,15,2,0,2.0,1,2.0,0,0,56.36,0.15,2
35.0,No,Travel_Rarely,Sales,2,2,Medical,1,Male,89,4,2,Sales Executive,3,Single,26997.0,26997.0,0,No,14,2,0,2.0,2,10.0,7,0,303.34,0.0,2
32.0,No,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Male,56,2,2,Manufacturing Director,4,Married,5470.0,9961.0,1,No,13,2,1,4.0,2,9.0,8,3,177.88,0.45,2
